video_id,source_group,comment_id,parent_id,is_reply,author,text,like_count,published_at,updated_at
W-TbY_Pkjqk,priority,UgxV9dzFYoO7-vG2zvJ4AaABAg,,False,@ABDUH-nunu,AI ITU ADALAH ALAT BANTU,0,2024-11-23T13:12:49Z,2024-11-23T13:12:49Z
W-TbY_Pkjqk,priority,UgxzGrQ0RFsAOSBu3h54AaABAg,,False,@sietanyaho,"R66 newslitic spt nya sdh lama tdk membuat video lg yaa p helmy? Ayyooo bikin lg dong, info2 dr kalian pasti seru, update dan menarik. Sy penggemar kalian",0,2024-11-21T16:14:32Z,2024-11-21T16:14:32Z
W-TbY_Pkjqk,priority,UgzC5xZDsDv7qM2aT6l4AaABAg,,False,@srisuharso323,"Setuju, ..... sebagian bangsa Indonesia, terutama kelompok elit politik akan makin primitif, buktinya caleg, calon gubernur, calon bupati, calon presiden masih kasak-kusuk dan mikir caranya bagi-bagi kaos & amplop 😅😅😅😅😅😅😅😂😂😂",0,2024-11-15T10:13:02Z,2024-11-15T10:13:02Z
W-TbY_Pkjqk,priority,UgzVNF6PqTc1PJPgTQB4AaABAg,,False,@Dairora,Setuju IKN pindah dari jakarta krn selalu gaduh oleh manusia yg primitif tdk stabil .menghambat kemajuan Indo mc jkrt terlalu ribut dgn kebodohannya,0,2024-11-11T05:40:48Z,2024-11-11T05:40:48Z
W-TbY_Pkjqk,priority,UgwYZbplLqmCQu2odNN4AaABAg,,False,@nursaidinursaidi3348,Sekarang Ini keadaan sudah sulit untuk bisa kembali ke Normal dan lagi kepala pemerintahan Indonesia Saat ini tidak bisa kita Andalkan. Karena banyak yg punya kepentingan dan tersandera.,1,2024-11-06T12:14:07Z,2024-11-06T12:14:07Z
W-TbY_Pkjqk,priority,Ugyx_XpjdAhD8aMs6v94AaABAg,,False,@rusidahrusidah5656,"alim ulama NU sdh buat lagu Th 2000 yg dinyanyikan o/ Nasida Ria Group - 
swh & ladang jd gedung, tenaga manusia byk diganti o/ mesin, manusia dilayani mesin",0,2024-11-05T07:07:50Z,2024-11-05T07:07:50Z
W-TbY_Pkjqk,priority,Ugyk0V8oVSt9kV_HXlx4AaABAg,,False,@rusidahrusidah5656,"apk. AI bs gantikan layanan perawat balita & lansia ( yg butuh sentuhan perasaan hati nurani, hrs lbh sabar & pendekatan khusus ) & koki yg butuh indra perasa ?",0,2024-11-05T06:54:01Z,2024-11-05T07:01:20Z
W-TbY_Pkjqk,priority,UgyOarg-XSs64tz0SUh4AaABAg,,False,@rusidahrusidah5656,"jk digunakan  o/ Penjahat a/ jd kejahatan bsr di smua bidang ( penipuan kaitan agama - kacaukan tafsir ayat2 Al Qur'an & Hadist; ek. - kacaukan hrg shm & nilai mata uang; pendidikan; kesehatan; keamanan, & ketahanan negara; dg sesatkan phm agama, adu domba bs jd perang antar saudara, & antar negara, penipuan, pembobolan rek. tabungan, pelaku, barbuk & saksi palsu , dll akibat info, & data palsu yg munkin hsl acak2 AI yg dikendalikan penjahat.",0,2024-11-05T06:50:29Z,2024-11-05T06:57:11Z
W-TbY_Pkjqk,priority,Ugx3kCse_B8U9pdiCAt4AaABAg,,False,@nyamikyuliatin6766,Kemare.n bukoni nyuru yg gak paham tentang israel palesti suruh tanta ke bible.coba sekarang afa cat gbt tanya tanya tetang israel palestina siapa yg jadi penjajahnya...,0,2024-11-03T12:44:11Z,2024-11-03T12:44:11Z
W-TbY_Pkjqk,priority,UgykgLYzpQx6f0ZtZVB4AaABAg,,False,@mohamadbasri5199,"Chatgpt bisa digumakan sebagai penasehat di perusahaan, semua instansi pemerintah bahkan sebagai penasehat Presiden",0,2024-10-30T07:09:07Z,2024-10-30T07:09:07Z
W-TbY_Pkjqk,priority,UgyQOHeyGTOjETSK09l4AaABAg,,False,@andrewbalowahani8889,sangat memgerikan tinggal nunggu waktu tapi elon musk juga munafik mobilnya emaang g pake ....,0,2024-10-28T10:02:13Z,2024-10-28T10:02:13Z
W-TbY_Pkjqk,priority,Ugz_7QdX4yh8yJTCShN4AaABAg,,False,@Ar_Rayyan_Eyes,I do agree ibu Connie,0,2024-10-27T04:19:56Z,2024-10-27T04:19:56Z
W-TbY_Pkjqk,priority,UgxC7R2RepEMmLvFGbJ4AaABAg,,False,@YudhaAdik-tz7sh,Yang paling bahaya sekarang ini bukan AI tapi gimana besok dapat makan atau tidak itu yg paling bahaya,0,2024-10-26T12:23:21Z,2024-10-26T12:23:21Z
W-TbY_Pkjqk,priority,UgzyTXN8dH19PNhD26R4AaABAg,,False,@abduljhawary4326,"RIP yaaa mbah google..
Wilujeng sumping teteh chat GPT-AI...
Founder UWI (Universal Wisedom Institute) lereng timur gunung Galunggung Tasikmalaya",0,2024-10-26T05:45:36Z,2024-10-26T05:50:39Z
W-TbY_Pkjqk,priority,UgwYWlu_9ztxyt1Wp7x4AaABAg,,False,@adisusilo9327,"Bukan cuma ChatGPT yang di khawatirkan dampak negatifnya, agama pun dipandang punya dampak negatif bagi kelangsungan hidup manusia oleh dawkins. 
Saya mau bilang kalau manusia yang lebih cenderung berpikir khawatir (negatif) akan sesuatu maka ia membatasi dirinya sendiri dengan hal2 yang banyak nilai2 positifnya.
Poin permasalahannya bukan pada ChatGPT atau agama, tapi poin permasalahannya ada pada manusia. Mempermasalahkan ChatGPT atau agama bukan sikap yang tepat, tapi justru fokus pada usernya atau manusianya saja. Bahan bakar saja punya dampak negatif banyak, masa dunia mau menghapuskan bahan bakar?
Pisau saja punya sisi negatif bagi manusia 😅😅

Bahas SDMnya saja bagaimana menyikapi sesuatunya itu dengan baik; benar dan tepat. 😁",0,2024-10-23T14:17:12Z,2024-10-23T14:17:12Z
W-TbY_Pkjqk,priority,UgxJavMx2NqMjTseSG94AaABAg,,False,@bang_bandofficial7968,"Mereka takut robot buatannya sendiri akan melawan mereka, terutama dalam bidang keagamaan akan kebongkar",0,2024-10-16T14:53:42Z,2024-10-16T14:53:42Z
W-TbY_Pkjqk,priority,UgzOlG_17zykzdYLEmt4AaABAg,,False,@Surya_Diary666,Ai/chatgpt sangat berbahaya kalo dimanfaatkan oleh orang2 jahat... mungkin saja bisa dipakai mencuri uang di bank2 atau untuk membuat senjata yg paling mematikan. Ngeri !!!,0,2024-09-26T09:27:23Z,2024-09-26T09:27:23Z
W-TbY_Pkjqk,priority,UgxK1gNplmobFd03ptl4AaABAg,,False,@heruray6358,intinya yg berhubungan dgn kepribadian ber agama.dan banyak yg sakit jantung mendadak karena tdk sesuai yg di harapkan.,0,2024-09-20T04:04:42Z,2024-09-20T04:04:42Z
W-TbY_Pkjqk,priority,UgzzuiYxnaL6ZsO2sfF4AaABAg,,False,@Cahaya1818-tv1sn,Manusia lebih cerdas dari dunia digital dan kita harus mengedalikan dunia satelit masa kita harus di kendalikan mesin pikiran kuat utama adalah kekuatan di pikiran kita sendiri 🙏🙏,0,2024-06-27T08:41:12Z,2024-06-27T08:41:12Z
W-TbY_Pkjqk,priority,UgySWr459Vw7LJp19wh4AaABAg,,False,@liakusuma5681,"Semoga bisa JD murah ketika segalanya dgn menggunakan daya nuklir....yg penting bayar 200.000/bulan (biyaya listrik,internet,air pam😂😂😅 24:53",0,2023-12-19T00:54:13Z,2023-12-19T00:54:13Z
W-TbY_Pkjqk,priority,UgymLejVrjxDHNXhWLN4AaABAg,,False,@liakusuma5681,"Hahahaha...kenapa ada IA..., karena SDM PAYAH",0,2023-12-19T00:48:26Z,2023-12-19T00:48:26Z
W-TbY_Pkjqk,priority,Ugw2FgWgq2vN3Aje9Uh4AaABAg,,False,@paternuserwin,"AI lambat laun akan menjadi kebuthan manusia , tidak bisa dipungkiri seperti 20 tahun lalu ketika kita mengenal google, oleh karena itu diUniversitas harus menekan kan kecerdasan SQ selain IQ untuk barometer penilai dan masukan kurikulum tentang wisdom, attitude dan integritas serta perbanyak pelajaran tentang moral di semua sekolah dari TK sampai University ,sebagai salah satu untuk menyeimbangkan kemajuan Ai , demikian saran",2,2023-09-16T03:04:59Z,2023-09-16T03:04:59Z
W-TbY_Pkjqk,priority,Ugwg1etoEObgEKmVaSl4AaABAg,,False,@wilosovilage2184,jaddi inget senjata Tesla yang tidak diselesaikan olehnya karena takut disalah gunakan orang lain,0,2023-08-12T06:50:10Z,2023-08-12T06:50:10Z
W-TbY_Pkjqk,priority,UgwM538lXMlGfchw5294AaABAg,,False,@kongdonald5890,"Sulit Bu untuk berkembang Indonesia ini, walaupun bisa mungkin butuh puluhan tahun kedepan",0,2023-08-09T08:39:21Z,2023-08-09T08:39:21Z
W-TbY_Pkjqk,priority,UgwOtpHEyh_aRbKa4Ax4AaABAg,,False,@aat5075,Sy ngefans sama mbak coni,0,2023-08-08T08:20:36Z,2023-08-08T08:20:36Z
W-TbY_Pkjqk,priority,UgyqvynhcpD1Jk0Xnjx4AaABAg,,False,@agungkompyang8860,"Saya setuju kita mengunakan teknologi Ai, bukannya untuk membunuh lapangan kerja manusia tapi untuk di tempatkan di pos pos angaran dan mengganti oknum,, atau aparat,, yg kerjanya ngak pernah beres selama ini, apa anda setuju",0,2023-07-27T01:57:58Z,2023-07-27T01:57:58Z
W-TbY_Pkjqk,priority,Ugx8teP4tVFPpQNHxRB4AaABAg,,False,@wakhmadwakhmad214,haa haa haa...................😃😃😃😃😃,0,2023-07-26T01:39:32Z,2023-07-26T01:39:32Z
W-TbY_Pkjqk,priority,UgxKUFgvSc0QGuleiOF4AaABAg,,False,@KangMan-l3f,Ternyata Google mengeluarkan Google Bard gratis pula 😂,0,2023-07-24T01:13:16Z,2023-07-24T01:13:16Z
W-TbY_Pkjqk,priority,UgzzfYOC9qVHupqDXhh4AaABAg,,False,@watig3425,"Ikn  tidak buru buru dong 
Rakyat dulu sejatrah dulu ini kan banyak  rakyat  miskin2  skrg ini 
Iya memang kedepan  Pemimpin hrs yg jujur aktif kerektif  adil  dlm segala hal hal 
Dan yg pintar2 hrs duduk  membangun Ri  maju makmur sjtra utk semu Rakyat 👍👍 
IIbu Conni  mas  Martigu  kami setuju benar betul maju terus generasi muda kedepan merdeka .",0,2023-07-23T01:20:07Z,2023-07-23T01:20:06Z
W-TbY_Pkjqk,priority,Ugwcuku8qc2UlwuO3Mp4AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:38:09Z,2023-07-13T05:38:09Z
W-TbY_Pkjqk,priority,UgwXdp0wQBX5L_Kv5z54AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:37:57Z,2023-07-13T05:37:57Z
W-TbY_Pkjqk,priority,UgxyqGqZqR60V509Wk14AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:37:15Z,2023-07-13T05:37:14Z
W-TbY_Pkjqk,priority,UgzixznsNJRcf-_YiLp4AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:36:44Z,2023-07-13T05:36:43Z
W-TbY_Pkjqk,priority,UgxyapnxomKrIvr_Jr94AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:36:21Z,2023-07-13T05:36:21Z
W-TbY_Pkjqk,priority,UgwU6kQA3FRGWmXrg3t4AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:36:04Z,2023-07-13T05:36:04Z
W-TbY_Pkjqk,priority,UgzJEC0xOtWh4xA62aJ4AaABAg,,False,@josu6770,"Kalaungomonginporosmaritimdunia,natunadanmigsnselatsundaysundangBJHabibid,nRJLinodirutpelindo2 merekapunysvisiitu",0,2023-07-13T05:11:15Z,2023-07-13T05:11:14Z
W-TbY_Pkjqk,priority,UgyhF2LMmIY4FB2WYMV4AaABAg,,False,@josu6770,"Kalaungomonginporosmaritimdunia,natunadanmigsnselatsundaysundangBJHabibid,nRJLinodirutpelindo2 merekapunysvisiitu",0,2023-07-13T05:10:50Z,2023-07-13T05:10:50Z
W-TbY_Pkjqk,priority,Ugx94HS9xkQs546P8Cl4AaABAg,,False,@josu6770,"Kalaungomonginporosmaritimdunia,natunadanmigsnselatsundaysundangBJHabibid,nRJLinodirutpelindo2 merekapunysvisiitu",0,2023-07-13T05:10:18Z,2023-07-13T05:10:18Z
W-TbY_Pkjqk,priority,UgxsHFu3zh4NXBa6kEZ4AaABAg,,False,@josu6770,"Kalaungomonginporosmaritimdunia,natunadanmigsnselatsundaysundangBJHabibid,nRJLinodirutpelindo2 merekapunysvisiitu",0,2023-07-13T05:10:04Z,2023-07-13T05:10:04Z
W-TbY_Pkjqk,priority,UgwNVDsPnbI_ZGBmeAd4AaABAg,,False,@josu6770,"Kalaungomonginporosmaritimdunia,natunadanmigsnselatsundaysundangBJHabibid,nRJLinodirutpelindo2",0,2023-07-13T05:09:29Z,2023-07-13T05:09:29Z
