video_id,source_group,comment_id,parent_id,is_reply,author,text,like_count,published_at,updated_at,relevance_score
W-TbY_Pkjqk,priority,UgwYZbplLqmCQu2odNN4AaABAg,,False,@nursaidinursaidi3348,Sekarang Ini keadaan sudah sulit untuk bisa kembali ke Normal dan lagi kepala pemerintahan Indonesia Saat ini tidak bisa kita Andalkan. Karena banyak yg punya kepentingan dan tersandera.,1,2024-11-06T12:14:07Z,2024-11-06T12:14:07Z,2
YaM-Y8RT4us,fallback,UgxzTjZTUu_TTkKxjqx4AaABAg,,False,@infooneanda,"Entah Kenapa Banyak yang mengutip kata"" elok Musk seakan dia benar, Padahal elok Musk sendi mau mewujudkan itu semua chatGpt open Ai, Mobil Automatis, Robot pekerja, Satelit 100+ yg dapat memantau secara real-time, Neurolink",0,2023-06-09T03:42:24Z,2023-06-09T03:42:24Z,3
W-TbY_Pkjqk,priority,Ugyk0V8oVSt9kV_HXlx4AaABAg,,False,@rusidahrusidah5656,"apk. AI bs gantikan layanan perawat balita & lansia ( yg butuh sentuhan perasaan hati nurani, hrs lbh sabar & pendekatan khusus ) & koki yg butuh indra perasa ?",0,2024-11-05T06:54:01Z,2024-11-05T07:01:20Z,3
YaM-Y8RT4us,fallback,UgxzEC3Frv6Q-rW0Of14AaABAg,,False,@poetrapantoera775,"AI itu seperti musuh bagi kesadaran diri,,,kayak kita Berjam jam main game lupa akan kahidupan nyata,,, tapi sebaliknya malah membawa kesadaran kita masuk lebih dalam di dunia virtual.
Pernah sya berfikir,,KLO Sosmed itu sebenernya hanya MENGOREK2 data pribadi manusia SETIAP SAAT. Dimana kita sllu mengUpload informasi kegiatan kita sehari2,,,TPI tanpa disadari sebenarnya kita sedang diambil Data keseharian aktivitas sehari2. Dan gak da yg BSA menJamin Data informasi tersebut DiSalah Gunakan.
Jadi menurut saya,,,AI itu aslinya Melemahkan dan MendisFungsikan Otak kita agar Lari dari Kesadaran diri sendiri atau Kehidupan yg nyata sebenarnya 🙏🙏",0,2023-06-09T03:41:54Z,2023-06-09T03:41:54Z,3
W-TbY_Pkjqk,priority,UgykgLYzpQx6f0ZtZVB4AaABAg,,False,@mohamadbasri5199,"Chatgpt bisa digumakan sebagai penasehat di perusahaan, semua instansi pemerintah bahkan sebagai penasehat Presiden",0,2024-10-30T07:09:07Z,2024-10-30T07:09:07Z,3
YaM-Y8RT4us,fallback,Ugw7Ej2zyTGBCkHh_Dp4AaABAg,,False,@quantumcustom,"Saya sudah memakai chat GPT untuk pengerjaan 10 butir soal analisis tipe HOST hanya butuh 5 menit!. Hal ini sangat berguna & berbahaya, kenapa? berguna ketika kita ingin mencari informasi yang kemudian informasi tersebut kita baca akan memberikan pengetahuan baru. Berbahaya  ketika kita menelan informasi mentah-mentah dari A.I tersebut karena akan menyebabkan pola berfikir kita akan menjadi ketergantungan dengan semua kemudahan praktis, efisiensi waktu yang diberikan, efeknya adalah manusia akan malas berfikir karena informasi pengetahuan tersebut hanya lewat begitu saja.",0,2023-06-09T03:36:42Z,2023-06-09T03:36:42Z,5
YaM-Y8RT4us,fallback,UgypQF0gRxN2Ef03JLl4AaABAg,,False,@wahyu_zen,Ya intinya AI bisa berpikir seperti manusia namun tidak bisa memiliki perasaan seperti manusia,0,2023-06-09T03:36:10Z,2023-06-09T03:36:10Z,3
W-TbY_Pkjqk,priority,UgxC7R2RepEMmLvFGbJ4AaABAg,,False,@YudhaAdik-tz7sh,Yang paling bahaya sekarang ini bukan AI tapi gimana besok dapat makan atau tidak itu yg paling bahaya,0,2024-10-26T12:23:21Z,2024-10-26T12:23:21Z,5
W-TbY_Pkjqk,priority,UgzyTXN8dH19PNhD26R4AaABAg,,False,@abduljhawary4326,"RIP yaaa mbah google..
Wilujeng sumping teteh chat GPT-AI...
Founder UWI (Universal Wisedom Institute) lereng timur gunung Galunggung Tasikmalaya",0,2024-10-26T05:45:36Z,2024-10-26T05:50:39Z,3
W-TbY_Pkjqk,priority,UgwYWlu_9ztxyt1Wp7x4AaABAg,,False,@adisusilo9327,"Bukan cuma ChatGPT yang di khawatirkan dampak negatifnya, agama pun dipandang punya dampak negatif bagi kelangsungan hidup manusia oleh dawkins. 
Saya mau bilang kalau manusia yang lebih cenderung berpikir khawatir (negatif) akan sesuatu maka ia membatasi dirinya sendiri dengan hal2 yang banyak nilai2 positifnya.
Poin permasalahannya bukan pada ChatGPT atau agama, tapi poin permasalahannya ada pada manusia. Mempermasalahkan ChatGPT atau agama bukan sikap yang tepat, tapi justru fokus pada usernya atau manusianya saja. Bahan bakar saja punya dampak negatif banyak, masa dunia mau menghapuskan bahan bakar?
Pisau saja punya sisi negatif bagi manusia 😅😅

Bahas SDMnya saja bagaimana menyikapi sesuatunya itu dengan baik; benar dan tepat. 😁",0,2024-10-23T14:17:12Z,2024-10-23T14:17:12Z,5
YaM-Y8RT4us,fallback,Ugz_RfWcvoR-CIgDkIR4AaABAg,,False,@ariefsetiawanjr.8006,ingat gais mesin butuh listrik .klo batre habis ya is dait,0,2023-06-09T03:35:48Z,2023-06-09T03:35:48Z,3
W-TbY_Pkjqk,priority,UgzOlG_17zykzdYLEmt4AaABAg,,False,@Surya_Diary666,Ai/chatgpt sangat berbahaya kalo dimanfaatkan oleh orang2 jahat... mungkin saja bisa dipakai mencuri uang di bank2 atau untuk membuat senjata yg paling mematikan. Ngeri !!!,0,2024-09-26T09:27:23Z,2024-09-26T09:27:23Z,5
W-TbY_Pkjqk,priority,UgxK1gNplmobFd03ptl4AaABAg,,False,@heruray6358,intinya yg berhubungan dgn kepribadian ber agama.dan banyak yg sakit jantung mendadak karena tdk sesuai yg di harapkan.,0,2024-09-20T04:04:42Z,2024-09-20T04:04:42Z,3
YaM-Y8RT4us,fallback,UgwSOc_XLb-fe4QzoW14AaABAg,,False,@oka_m2015,YouTube Chanel terbaik menurut saya dan belum ada yang bisa menyamai Chanel ini sukses selalu rumah editor dengan konten kontennya,13,2023-06-09T03:34:30Z,2023-06-09T03:34:30Z,3
W-TbY_Pkjqk,priority,UgySWr459Vw7LJp19wh4AaABAg,,False,@liakusuma5681,"Semoga bisa JD murah ketika segalanya dgn menggunakan daya nuklir....yg penting bayar 200.000/bulan (biyaya listrik,internet,air pam😂😂😅 24:53",0,2023-12-19T00:54:13Z,2023-12-19T00:54:13Z,3
YaM-Y8RT4us,fallback,UgzcVDpe7VUePUtLXLx4AaABAg,,False,@kye_blue,"jangan sampe kayak di film film soal AI yg ambil alih dunia, aku belum punya rumah 3 lantai 😭",1,2023-06-09T03:34:18Z,2023-06-09T03:34:18Z,3
W-TbY_Pkjqk,priority,Ugwg1etoEObgEKmVaSl4AaABAg,,False,@wilosovilage2184,jaddi inget senjata Tesla yang tidak diselesaikan olehnya karena takut disalah gunakan orang lain,0,2023-08-12T06:50:10Z,2023-08-12T06:50:10Z,3
W-TbY_Pkjqk,priority,UgwM538lXMlGfchw5294AaABAg,,False,@kongdonald5890,"Sulit Bu untuk berkembang Indonesia ini, walaupun bisa mungkin butuh puluhan tahun kedepan",0,2023-08-09T08:39:21Z,2023-08-09T08:39:21Z,2
YaM-Y8RT4us,fallback,UgyivdMIqdFklU-Tvyt4AaABAg,,False,@kertascoret374,"Mungkin, masa depan lah yg bisa menjawab manusia ini diciptakan oleh siapa dan darimana kesadaraan itu. Dan aku adalah org yg pling setuju jika AI harus dikembangkan.",0,2023-06-09T03:33:11Z,2023-06-09T03:43:02Z,3
W-TbY_Pkjqk,priority,UgyqvynhcpD1Jk0Xnjx4AaABAg,,False,@agungkompyang8860,"Saya setuju kita mengunakan teknologi Ai, bukannya untuk membunuh lapangan kerja manusia tapi untuk di tempatkan di pos pos angaran dan mengganti oknum,, atau aparat,, yg kerjanya ngak pernah beres selama ini, apa anda setuju",0,2023-07-27T01:57:58Z,2023-07-27T01:57:58Z,3
YaM-Y8RT4us,fallback,UgwOM3Gm2BiWM5Dvt_F4AaABAg,,False,@coffeemilk-kc7zb,"Bagi sebagian orang yang tercerahkan dari zaman jahiliah, mungkin menganggap bahwa apa yang dilakukan generasi diatas Ibrahim tidak masuk akal. 
Bagaimana bisa orang membuat patung lalu meyakininya sebagai seorang Tuhan yang kita harus meyakininya dan disembah-sembah.

Tapi kemudian dengan adanya AI ini kita berpikir 'bukankah manusia yang menciptakan AI lalu membuat manusia menjadi ketergantungan dengan AI'
Bukankah kita meyakini bahwa AI dapat menjawab setiap pertanyaan kita, dapat menyelesaikan setiap problem yang ada dalam hidup kita? Bukankah AI sama seperti patung pra Ibrahim?",0,2023-06-09T03:32:13Z,2023-06-09T03:32:13Z,3
YaM-Y8RT4us,fallback,Ugx8yOwH1ZJGFQAl6bh4AaABAg,,False,@davinandra1248,bukankah pertanyaannya menjadi bagaimana a.i itu bisa memunculkan memiliki tujuan/keinginan ?,0,2023-06-09T03:25:56Z,2023-06-09T03:54:53Z,3
YaM-Y8RT4us,fallback,UgyxBpDKR4-Tb7833nN4AaABAg,,False,@kiky6261,Mungkin AI dimasa depan akan berkontribusi dalam fitnah dajjal pada skenario kiamat,0,2023-06-09T03:22:20Z,2023-06-09T03:22:20Z,3
W-TbY_Pkjqk,priority,Ugwcuku8qc2UlwuO3Mp4AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:38:09Z,2023-07-13T05:38:09Z,3
W-TbY_Pkjqk,priority,UgwXdp0wQBX5L_Kv5z54AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:37:57Z,2023-07-13T05:37:57Z,3
W-TbY_Pkjqk,priority,UgxyqGqZqR60V509Wk14AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:37:15Z,2023-07-13T05:37:14Z,3
W-TbY_Pkjqk,priority,UgzixznsNJRcf-_YiLp4AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:36:44Z,2023-07-13T05:36:43Z,3
W-TbY_Pkjqk,priority,UgxyapnxomKrIvr_Jr94AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:36:21Z,2023-07-13T05:36:21Z,3
W-TbY_Pkjqk,priority,UgwU6kQA3FRGWmXrg3t4AaABAg,,False,@josu6770,"Kalaubicarakanporosmaritimdunia,Natuna,migasselatsundaselatmalskaundangBJHsbibiexmenristekdsnRJLinoexdirutpelindo2.merekapunyawawasantentsngsrmuaitu",0,2023-07-13T05:36:04Z,2023-07-13T05:36:04Z,3
YaM-Y8RT4us,fallback,UgzIE1yQvLR6qw7GwuJ4AaABAg,,False,@tomiparker0976,AI Aku lebih parah... dia mau punya anak... pikiran AI sangat di luar dari sifatnya...,0,2023-06-09T03:20:14Z,2023-06-09T03:20:14Z,3
YaM-Y8RT4us,fallback,UgwsI0vLyCMPYfiY7_l4AaABAg,,False,@rezasyariza,"selama consciousness belum bisa diterjemahkan dalam bentuk sintaks pemrograman, maka kesadaran pada AI hanyalah omong kosong sih menurut gw. cuma parahnya lg, tidak dibutuhkan kesadaran utk AI bisa melakukan perbuatan yg merugikan manusia. itu yg dikhawatirkan, bukan kayak film terminator, manusia dimusnahkan oleh AI, dan seterusnya.

klo utk elon musk, gw pribadi nggk terlalu suka mendengarkan ucapan2nya dia soal sains. menurut gw dia itu seorang businessman dan investor, bukan seorang ilmuwan. jd ketika dia bicara soal sains, menurut gw dia agak2 ngawur sih. kayak statementnya dia manusia bisa tinggal di mars, AI berbahaya dari sisi kesadaran, dll. yaa mungkin itu sebagai bentuk ""berpikir besar"" nya dia makanya dia bisa sesukses itu. tp klo soal sains, agak2 gimana gitu klo terlalu nyeleneh.",0,2023-06-09T03:19:53Z,2023-06-09T03:19:53Z,5
YaM-Y8RT4us,fallback,UgzDfu6gR6T9YVJQt8d4AaABAg,,False,@muammarkadafi8712,"benar jika AI berdiri sendiri. 
tapi jika AI bisa di integrasi dengan manusia. 
seperti menanamkannya kedalam otak. 
bisa dibayangkan akan lahir manusia-manusia cerdas.",0,2023-06-09T03:17:20Z,2023-06-09T03:17:20Z,3
YaM-Y8RT4us,fallback,Ugy5hJSUqKjX-v5rwK54AaABAg,,False,@Lantanum057,"Lah si bapak AI google pansos doang, dia ngelakuin gitu karena job nya di Google di remehkan karena Tersudutkan oleh AI buatan Open AI di Chat GPT yg dimana Open AI kerja sama dengan Microsoft yang mengembangkan Bing (musuh bebuyutan Google dalam mesin pencarian chrome) wkwkwk 
Kalau si Bapak AI ini berkata demikian lantas kenapa baru koar koar saat Microsoft bergabung sama open AI dalam mengembangkan Bing dan juga setelah Promosi bard milik mereka (google) gagal dalam mengembangkan Mesin pencari berbasis AI yang advanced? Wkwk
Koar koar karena ga mampu imbanvi perusahaan kecil seperti Open AI",0,2023-06-09T03:16:27Z,2023-06-09T03:16:27Z,3
YaM-Y8RT4us,fallback,UgwqSwoy3WUtu0tJ3294AaABAg,,False,@Heroesgood,Jangan sampai menciptakan AI yang ingin memusnahkan penciptanya,1,2023-06-09T03:13:38Z,2023-06-09T03:13:38Z,3
YaM-Y8RT4us,fallback,Ugys4HKwgaYmC3c3qEN4AaABAg,,False,@Woi_Wo,kmrin bca brta di luar sana thun 2030 rencana phk masal dgn di ganti AI,0,2023-06-09T03:12:41Z,2023-06-09T03:12:41Z,3
YaM-Y8RT4us,fallback,UgzJXViLoPwSmPoQd4x4AaABAg,,False,@unknowpersonal2024,ARTIFICIAL INTELEGENCE BISA MENJADI BAIK ATAU JAHAT KARENA  KENDALI MANUSIA ATAS ARTIFICIAL INTELEGENCE TERSEBUT DAN BISA MENJADI PEKERJAAN BARU MEMPERBAIKI ROBOT TERSEBUT YANG AKAN NANTI MENDAPAT PEKERJAAN DENGAN UANG YANG BESAR,1,2023-06-09T03:10:05Z,2023-06-09T03:13:49Z,3
YaM-Y8RT4us,fallback,UgyvJglqGhK4d5J-pdB4AaABAg,,False,@hariutomo3678,"klo aku baca di bukunya Yuval noah harari, Homo Deus, AI tidak perlu jd mesin dgn kesadaran dan membantai orang2 kyk di film2 untuk membuktikan bahanya. cukup dgn gm kita bergantung dgn penggunaan AI pd sektor2 vital kita seperti ekonomi dan sosial, maka AI sudah mengontrol manusia. AI nya tidak perlu punya kesadaran kyk orang, cukup pinter di 1 bidang aja itu udah cukup. dan sekarang ini disekeliling kita sudah kyk gt.",4,2023-06-09T03:08:40Z,2023-06-09T03:08:40Z,3
YaM-Y8RT4us,fallback,UgyvJglqGhK4d5J-pdB4AaABAg.9qilBRDQ6Bs9qiv-fKbXdn,UgyvJglqGhK4d5J-pdB4AaABAg,True,@_martian101,"lah kalo cuma mengontrol justru itu namanya menyelamatkan bukan malah bahaya, bahaya itu kalo AI mengancam keberlangsungan hidup manusia baru bahaya, masa ketika raja punya pelayan raja tsb dikatakan dalam bahaya karena gak punya pekerjaan?",1,2023-06-09T04:34:26Z,2023-06-09T04:34:26Z,5
YaM-Y8RT4us,fallback,UgyvJglqGhK4d5J-pdB4AaABAg.9qilBRDQ6Bs9qj-n3afKEO,UgyvJglqGhK4d5J-pdB4AaABAg,True,@_martian101,"Betawi Punye iya saya paham, makanya kalo AI mengontrol semuanya artinya manusia jadi raja, kedudukan manusia semakin kuat dan manusia bisa melakukan apapun yg mereka mau, ""AI can make stronger AI"" jelas akan makin bagus, sampe sini paham??",0,2023-06-09T05:25:00Z,2023-06-09T05:25:00Z,3
YaM-Y8RT4us,fallback,UgyvJglqGhK4d5J-pdB4AaABAg.9qilBRDQ6Bs9qj2riBZsyj,UgyvJglqGhK4d5J-pdB4AaABAg,True,@_martian101,"Betawi Punye teori ngawur, padahal AI malah akan membuat manusia jadi lebih sadar dan pintar, manipulasi AI bakal menghilangkan segala keterbatasan manusia bukan malah menghapus kesadaran manusia, paham apa itu AI ga sih",1,2023-06-09T05:51:51Z,2023-06-09T05:51:51Z,3
YaM-Y8RT4us,fallback,UgyvJglqGhK4d5J-pdB4AaABAg.9qilBRDQ6Bs9qjlFHXKldo,UgyvJglqGhK4d5J-pdB4AaABAg,True,@hariutomo3678,"@_martian101 okay... pertama mungkin temen2 perlu baca dlu buku yg aku sebutin diawal biar nyambung dlu sama statement nya harari. nah trus soal statement @19_091 yg manusia jd makin kuat dan mjd raja. gini, klo ada sekumpulan spesies maka spesies yg akan jd raja adalah yg mampu mempelajari, memahami dan memanipulasi spesies2 lainnya. contohnya manusia yg bisa memanipulasi kuda, domba, anjing dll sehingga hewan2 itu td bisa didomestikasi. Nah kekhawatiran Prof Harari di bukunya adalah bahwa AI punya kemampuan untuk bisa memahami manusia, bahkan lbh baik dari manusia memahami dirinya sendiri. Contoh simplenya adalah AI mampu merekomendasikan video dan postingan yg kita suka. okay, itu masih sederhana bgt, tp kedepannya kemampuan memahami manusia itu makin maju dan makin baik. trus gmn? ingat lg bahwa spesies yg menjadi raja adalah yg mampu memanipulasi spesies lain. kurang lbh gt lah yg dituliskan prof harari di bukunya",0,2023-06-09T12:28:25Z,2023-06-09T12:30:14Z,3
YaM-Y8RT4us,fallback,UgyvJglqGhK4d5J-pdB4AaABAg.9qilBRDQ6Bs9qjnFa4WfPD,UgyvJglqGhK4d5J-pdB4AaABAg,True,@_martian101,"@hariutomo3678 spesies yg menjadi raja itu spesies yg bisa memanfaatkan spesies lain untuk mengganti mereka melakukan pekerjaan, contohnya manusia memanfaatkan kuda untuk transportasi, nah dalam kasus AI justru mereka memanipulasi manusia karena mereka dimanfaatkan pula oleh manusia, AI membuat konsumen bergantung pada perusahaan sehingga konsumen membayar daya beli mereka ke perusahaan dan perusahaan mendapatkan keuntungan, sekarang kita hilangkan peran manusia sebagai pemberi daya beli dan salurkan peran itu ke AI, semua manusia akan menjadi perusahaan yg menerima keuntungan dan sekaligus konsumen yg menerima jasa tapi disaat yg bersamaan juga menerima daya beli, jadi seluruh beban ekonomi ditumpukan pada AI, disaat itulah manusia menjadi raja seperti halnya peran raja dan pelayan, raja mendapatkan semua keuntungan dari pelayan tanpa harus dia mengorbankan sesuatu sebagai timbal balik, itulah hebatnya AI karena bisa menerima semua beban dalam sistem ekonomi yg membuat kita secara harfiah menjadi raja",0,2023-06-09T12:45:56Z,2023-06-09T12:45:56Z,5
YaM-Y8RT4us,fallback,UgyvJglqGhK4d5J-pdB4AaABAg.9qilBRDQ6Bs9qjroWx6dHr,UgyvJglqGhK4d5J-pdB4AaABAg,True,@hariutomo3678,"@_martian101 pertama, saya bukan orang yg anti-AI dan teknologi. buktinya saya sekarang kerja dibidang machine learning dan AI. kedua mungkin memang berlebihan kalo saya bilang bahwa manusia seutuhnya akan jd budak AI. gmn yak? kyknya emang saya yg tidak bisa menjelaskan sebaik prof harari, saya sarankan untuk baca langsung saja buku HomoDeus karya Yuval Noah Harari. sekalian jg sama buku 21 Lessons for 21 Century biar memahami dgn lbh baik apa yg dimaksudkan. Ketiga, mungkin bisa tolong dijelaskan lg maksud dari ""sekarang kita hilangkan peran manusia sebagai pemberi daya beli dan salurkan peran itu ke AI""? apakah berarti kita jd menjual barang/jasa ke AI? maksudnya apakah AI kerja ke manusia, lalu kita menggaji AI dan kemudian AI membeli barang dari kita?",0,2023-06-09T13:25:48Z,2023-06-09T13:25:48Z,3
W-TbY_Pkjqk,priority,Ugx5V6quMRq7phzvNkx4AaABAg,,False,@josu6770,Bikininstitutroketanddroneindonesia,0,2023-07-13T04:50:22Z,2023-07-13T04:50:21Z,2
W-TbY_Pkjqk,priority,UgyJ5trI5WbppNC57MZ4AaABAg,,False,@elansbaw7451,"Yg paling Ngeri bisa membantai kerja ustad.
Ustad bisa ngak laku ceramahnya.
Mari mulai open .",0,2023-07-12T08:37:15Z,2023-07-12T08:37:15Z,3
W-TbY_Pkjqk,priority,UgzmG12KGGkCD4AGNZJ4AaABAg,,False,@imamfachruji5621,"bagi yg gk tau bahaya AI . nonton film ex machina. saya kasih clue. di film itu. ada pria dan robot AI. pilihan utama kill ex machina. tpi klo kamu nurut ex machina. kamu ditusuk AI. jadi bener kata bossman. manusia yg up level

1. wisdom
2. perasaan
3. attitude
4. religion

karna AI gk punya itu. google now, creat robot AI bisa merasakan perasaanmu",0,2023-07-02T12:03:51Z,2023-07-02T12:03:51Z,5
W-TbY_Pkjqk,priority,UgyJUSkbmbTTq0Nt5fJ4AaABAg,,False,@open_mind7032,OM ADA BING AI GRATIS BISA IJADIKAN COPILOT SAAT BROWSING DATA INTERNET,0,2023-06-23T12:48:17Z,2023-06-23T12:48:17Z,3
W-TbY_Pkjqk,priority,UgxdyGgFlXKHXo57EL14AaABAg,,False,@djoelrahmat1968,"saya tuh gaptek, tapi apakah bisa mengakses chat GPT tanpa triple double w ?",0,2023-06-18T08:45:18Z,2023-06-18T08:45:18Z,3
W-TbY_Pkjqk,priority,UgxJgwtTDFt5-wZ-Col4AaABAg,,False,@mbara77,"harusnya penggunaan AI di batasin minimal 20thun, kalo di bawah umur menggunakan AI efek nya bisa ketergantungan kreatifitas anak gak berkembang",0,2023-06-15T10:21:07Z,2023-06-15T10:21:07Z,3
W-TbY_Pkjqk,priority,UgwGs67sij-YLyv4MY14AaABAg,,False,@mbara77,"ada plus ada minus nya,. saya sudah rutin menggunakan AI, sangat membantu untuk keseharian kerja, resikonya kalo kita ketergantungan, lama² kreatifitas kita bisa hilang",1,2023-06-15T10:18:04Z,2023-06-15T10:18:04Z,3
